omega_rad_s,heading_deg,method,body,dof,load,Cd
1.4,0,far_field_global,0,5,0,0
1.4,0,far_field_global,0,6,2.92941876068238e-05,5.82863571681859e-11
1.4,45,near_field,1,1,324533.127438248,6.45720374043343
1.4,45,near_field,1,2,324529.551491856,6.45713259017954
1.4,45,near_field,1,3,316736.485087881,6.30207471386837
1.4,45,near_field,1,4,182.495216168724,0.000363108937986652
1.4,45,near_field,1,5,-182.512017183373,-0.000363142366800375
1.4,45,near_field,1,6,-0.0164990091218611,-3.28279162919658e-08
1.4,45,far_field_global,0,1,-81927.2617520133,-1.63009867499345
1.4,45,far_field_global,0,2,-81927.2617524424,-1.63009867500199
1.4,45,far_field_global,0,3,0,0
1.4,45,far_field_global,0,4,0,0
1.4,45,far_field_global,0,5,0,0
1.4,45,far_field_global,0,6,2.69485522347628e-06,5.36192695220882e-12
1.4,90,near_field,1,1,1.45641126863748,2.89780718710906e-05
1.4,90,near_field,1,2,458993.317914791,9.13254493514624
1.4,90,near_field,1,3,316670.127028148,6.30075439407576
1.4,90,near_field,1,4,228.644678643676,0.000454932069900653
1.4,90,near_field,1,5,-0.00345591466579134,-6.87619944463537e-09
1.4,90,near_field,1,6,-0.00122500701672224,-2.43738442139199e-09
1.4,90,far_field_global,0,1,-2.44349365388968e-06,-4.86179530766827e-11
1.4,90,far_field_global,0,2,-115856.710186811,-2.30518957580051
1.4,90,far_field_global,0,3,0,0
1.4,90,far_field_global,0,4,0,0
1.4,90,far_field_global,0,5,0,0
1.4,90,far_field_global,0,6,-3.11111907548891e-05,-6.19016304737745e-11
1.5,0,near_field,1,1,134025.104268351,2.66668432719014
1.5,0,near_field,1,2,0.0365900248467608,7.28028128185506e-07
1.5,0,near_field,1,3,121516.600298087,2.41780385307157
1.5,0,near_field,1,4,0.00736099044321252,1.46460903385744e-08
1.5,0,near_field,1,5,-88.3915858243992,-0.000175871869572624
1.5,0,near_field,1,6,-0.00769677924742827,-1.53142060220774e-08
1.5,0,far_field_global,0,1,-57976.076023021,-1.15354428654664
1.5,0,far_field_global,0,2,-4.94086942413341e-06,-9.83079933267465e-11
1.5,0,far_field_global,0,3,0,0
1.5,0,far_field_global,0,4,0,0
1.5,0,far_field_global,0,5,0,0
1.5,0,far_field_global,0,6,5.76052167826424e-06,1.14616533669012e-11
1.5,45,near_field,1,1,94922.7399342094,1.88866842714538
1.5,45,near_field,1,2,94922.289936126,1.88865947357774
1.5,45,near_field,1,3,121540.39376261,2.41827726929668
1.5,45,near_field,1,4,66.7286840704876,0.000132769406863138
1.5,45,near_field,1,5,-66.7307979282349,-0.000132773612785122
1.5,45,near_field,1,6,-0.00202433970828608,-4.02780882168649e-09
1.5,45,far_field_global,0,1,-40997.3002314137,-0.815719253352123
1.5,45,far_field_global,0,2,-40997.3002309645,-0.815719253343185
1.5,45,far_field_global,0,3,0,0
1.5,45,far_field_global,0,4,0,0
1.5,45,far_field_global,0,5,0,0
1.5,45,far_field_global,0,6,-5.20781406128095e-07,-1.03619364535856e-12
1.5,90,near_field,1,1,0.106754497620802,2.12408374697063e-06
1.5,90,near_field,1,2,134026.593694782,2.66671396216146
1.5,90,near_field,1,3,121518.265712301,2.41783698965449
1.5,90,near_field,1,4,88.3908794697281,0.000175870464145677
1.5,90,near_field,1,5,-0.000127301984044225,-2.53291506486154e-10
1.5,90,near_field,1,6,0.0143176709272405,2.84877291250534e-08
1.5,90,far_field_global,0,1,-4.51299610418645e-06,-8.97946399325884e-11
1.5,90,far_field_global,0,2,-57976.0760159264,-1.15354428640548
1.5,90,far_field_global,0,3,0,0
1.5,90,far_field_global,0,4,0,0
1.5,90,far_field_global,0,5,0,0
1.5,90,far_field_global,0,6,-1.01884673545608e-05,-2.02718933596917e-11
1.6,0,near_field,1,1,32674.9961951246,0.650131187886062
1.6,0,near_field,1,2,0.189494539862669,3.77035423548793e-06
1.6,0,near_field,1,3,54271.5614599017,1.07983592437639
1.6,0,near_field,1,4,0.00213941542686831,4.25677384794676e-09
1.6,0,near_field,1,5,-35.8835070856091,-7.1397061373081e-05
1.6,0,near_field,1,6,-0.00455018646787783,-9.0534612943762e-09
1.6,0,far_field_global,0,1,-14222.7911988914,-0.282989478620671
1.6,0,far_field_global,0,2,-4.0699407976761e-08,-8.0979212043915e-13
1.6,0,far_field_global,0,3,0,0
1.6,0,far_field_global,0,4,0,0
